                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    291,                0.50766,                0.31652,                0.92386,                0.96425,                0.97826,                0.98439,                0.82557,                0.64082,                0.32985,                0.88962,               0.007129,               0.007129,               0.007129
                    292,                0.51395,                0.31118,                0.93996,                0.97803,                 0.9703,                0.98365,                0.82484,                 0.6398,                0.33493,                0.89183,              0.0071191,              0.0071191,              0.0071191
                    293,                0.51849,                0.32432,                0.93547,                0.97897,                0.95499,                0.97953,                0.81876,                 0.6439,                0.33536,                0.90493,              0.0071092,              0.0071092,              0.0071092
                    294,                0.52409,                0.31413,                0.93129,                0.97698,                0.96279,                 0.9833,                0.82559,                 0.6311,                0.32868,                0.88935,              0.0070993,              0.0070993,              0.0070993
                    295,                0.50413,                0.31151,                 0.9215,                0.97033,                0.97583,                0.98218,                0.82046,                0.64707,                0.32849,                0.89776,              0.0070894,              0.0070894,              0.0070894
                    296,                0.51555,                 0.3191,                0.93659,                0.97627,                0.96773,                0.98086,                0.81801,                 0.6464,                0.33965,                0.90528,              0.0070795,              0.0070795,              0.0070795
                    297,                0.52775,                0.31966,                 0.9372,                0.97859,                0.97256,                0.98228,                0.81772,                0.65269,                0.33968,                0.90216,              0.0070696,              0.0070696,              0.0070696
                    298,                0.51843,                0.31649,                0.92828,                0.97763,                0.97494,                0.98338,                0.82153,                 0.6506,                0.34338,                0.91325,              0.0070597,              0.0070597,              0.0070597
                    299,                0.50822,                  0.315,                 0.9255,                 0.9787,                0.96903,                0.98322,                0.81659,                0.65322,                0.33256,                0.90765,              0.0070498,              0.0070498,              0.0070498
                    300,                0.51661,                0.32151,                0.92362,                0.98349,                0.96125,                0.98399,                0.82974,                0.66122,                0.33904,                0.91547,              0.0070399,              0.0070399,              0.0070399
                    301,                0.51238,                0.31404,                0.92691,                 0.9807,                0.97276,                0.97905,                0.82778,                0.63992,                0.33357,                0.89372,                0.00703,                0.00703,                0.00703
                    302,                0.50962,                0.30313,                0.92541,                0.97873,                0.97431,                0.97922,                0.81739,                0.64186,                0.34022,                0.89522,              0.0070201,              0.0070201,              0.0070201
                    303,                 0.5051,                0.30929,                0.93166,                0.98194,                0.97656,                0.98208,                 0.8257,                0.64459,                0.33861,                0.89905,              0.0070102,              0.0070102,              0.0070102
                    304,                0.50201,                 0.3089,                 0.9278,                0.97509,                0.97496,                0.98561,                0.83082,                0.65759,                0.34512,                0.90621,              0.0070003,              0.0070003,              0.0070003
                    305,                0.50573,                0.31181,                0.92376,                0.97951,                 0.9713,                0.98316,                0.82401,                0.66169,                0.33266,                0.91451,              0.0069904,              0.0069904,              0.0069904
                    306,                0.51335,                0.31568,                0.91882,                0.97959,                0.97194,                0.97902,                0.81615,                0.65386,                 0.3409,                0.91094,              0.0069805,              0.0069805,              0.0069805
                    307,                0.50735,                0.30732,                0.92212,                0.98009,                0.96971,                0.98269,                0.82066,                0.65347,                0.34928,                0.91382,              0.0069706,              0.0069706,              0.0069706
                    308,                0.49331,                0.30062,                 0.9203,                0.97749,                0.96815,                0.98248,                0.82918,                0.63942,                0.33553,                0.90213,              0.0069607,              0.0069607,              0.0069607
                    309,                0.50577,                0.31428,                0.92035,                0.97949,                0.97867,                0.98385,                0.82878,                0.63588,                0.33217,                0.89657,              0.0069508,              0.0069508,              0.0069508
                    310,                0.51179,                0.31463,                0.92646,                0.97644,                0.97663,                0.98166,                0.82619,                0.65277,                0.34435,                0.91229,              0.0069409,              0.0069409,              0.0069409
                    311,                0.50052,                0.31117,                0.92147,                 0.9818,                0.97636,                0.98286,                0.82334,                0.64421,                0.33896,                0.91266,               0.006931,               0.006931,               0.006931
                    312,                 0.5018,                0.31497,                0.92619,                0.97579,                0.97829,                0.98366,                0.82087,                0.65131,                0.33722,                0.91705,              0.0069211,              0.0069211,              0.0069211
                    313,                0.51549,                0.31093,                 0.9253,                0.97394,                  0.977,                0.98025,                 0.8211,                0.65831,                0.33209,                0.91745,              0.0069112,              0.0069112,              0.0069112
                    314,                0.50409,                0.30649,                0.92803,                0.98302,                0.97541,                0.98274,                0.82801,                0.65078,                0.33694,                0.90307,              0.0069013,              0.0069013,              0.0069013
                    315,                 0.5064,                0.31455,                0.93292,                0.98103,                0.97309,                0.97904,                0.82166,                0.64844,                0.34715,                0.89859,              0.0068914,              0.0068914,              0.0068914
                    316,                0.50388,                0.31066,                0.92142,                0.98102,                0.96837,                0.97924,                0.81612,                0.65191,                0.34691,                0.90684,              0.0068815,              0.0068815,              0.0068815
                    317,                 0.5065,                0.30756,                0.92682,                0.96702,                0.97536,                0.97743,                0.81518,                0.65384,                0.34012,                0.90475,              0.0068716,              0.0068716,              0.0068716
                    318,                0.50679,                 0.3086,                0.92241,                0.97985,                0.96955,                  0.983,                0.82103,                0.64528,                0.35295,                0.90359,              0.0068617,              0.0068617,              0.0068617
                    319,                 0.4943,                0.30296,                0.92773,                0.97898,                0.96981,                0.98379,                0.81522,                0.65542,                0.33456,                0.92039,              0.0068518,              0.0068518,              0.0068518
                    320,                0.50506,                0.31099,                0.92301,                0.97731,                0.97103,                0.98478,                0.82516,                0.65402,                0.34442,                0.92994,              0.0068419,              0.0068419,              0.0068419
                    321,                0.49893,                 0.3056,                 0.9194,                0.97091,                0.97062,                0.98254,                0.82814,                0.64193,                0.34625,                0.91367,               0.006832,               0.006832,               0.006832
                    322,                0.50088,                0.30468,                0.91892,                  0.966,                0.97775,                0.98219,                0.82587,                0.64796,                0.34523,                0.91581,              0.0068221,              0.0068221,              0.0068221
                    323,                0.49209,                0.30301,                0.92048,                 0.9756,                0.96743,                0.98498,                0.82289,                0.64586,                0.33742,                0.89964,              0.0068122,              0.0068122,              0.0068122
                    324,                 0.4993,                0.29986,                0.92016,                0.97718,                0.96721,                0.98508,                0.81692,                0.65026,                0.33589,                0.90649,              0.0068023,              0.0068023,              0.0068023
                    325,                0.51024,                0.31721,                0.92711,                0.97802,                0.96739,                0.98102,                 0.8125,                0.66584,                0.33733,                0.91404,              0.0067924,              0.0067924,              0.0067924
                    326,                0.50764,                0.30352,                0.92917,                0.97316,                0.97053,                0.98469,                 0.8173,                0.65086,                0.33718,                   0.91,              0.0067825,              0.0067825,              0.0067825
                    327,                0.48826,                0.30127,                0.91676,                0.97565,                0.96729,                0.98566,                0.82485,                0.64567,                0.33652,                0.90399,              0.0067726,              0.0067726,              0.0067726
                    328,                0.49731,                0.30432,                0.92599,                0.97923,                0.96691,                0.98302,                0.82706,                0.64504,                0.34138,                0.91013,              0.0067627,              0.0067627,              0.0067627
                    329,                0.49126,                0.30546,                0.92247,                0.97143,                0.97636,                0.98331,                0.82863,                0.63999,                0.33488,                 0.9145,              0.0067528,              0.0067528,              0.0067528
                    330,                0.49559,                0.30739,                0.91357,                0.97865,                0.96849,                0.98167,                0.82767,                0.64756,                0.33774,                0.92163,              0.0067429,              0.0067429,              0.0067429
                    331,                0.48817,                0.30789,                 0.9239,                0.98805,                0.96978,                0.98327,                0.82648,                0.65361,                0.33843,                0.91414,               0.006733,               0.006733,               0.006733
                    332,                0.49158,                0.29847,                0.91594,                0.97143,                0.96838,                0.98087,                0.83055,                0.62847,                 0.3362,                0.89934,              0.0067231,              0.0067231,              0.0067231
                    333,                0.50275,                0.30697,                0.93148,                0.97016,                0.97036,                0.98085,                0.82423,                0.62708,                0.33418,                0.90211,              0.0067132,              0.0067132,              0.0067132
                    334,                0.48791,                0.30506,                0.92451,                0.97012,                0.96881,                0.98124,                0.82218,                0.64396,                 0.3411,                0.90209,              0.0067033,              0.0067033,              0.0067033
                    335,                0.49213,                0.30621,                0.91538,                0.97139,                0.97417,                0.98025,                0.81807,                0.64944,                 0.3348,                0.92023,              0.0066934,              0.0066934,              0.0066934
                    336,                0.49604,                0.31102,                0.92139,                0.97593,                0.97005,                0.98556,                0.82161,                0.64708,                0.33389,                0.91701,              0.0066835,              0.0066835,              0.0066835
                    337,                0.48573,                0.29759,                  0.923,                0.97748,                0.97274,                0.98524,                0.82496,                0.65643,                0.34841,                0.91664,              0.0066736,              0.0066736,              0.0066736
                    338,                0.49897,                0.30892,                0.92462,                 0.9775,                0.97352,                0.98585,                0.82697,                0.64552,                0.34417,                 0.9052,              0.0066637,              0.0066637,              0.0066637
                    339,                0.49064,                0.30579,                 0.9188,                0.98029,                0.96943,                0.98606,                0.83033,                 0.6478,                 0.3425,                0.90855,              0.0066538,              0.0066538,              0.0066538
                    340,                0.49831,                0.30583,                0.92556,                 0.9839,                0.96673,                0.98405,                0.83273,                0.63228,                0.33348,                0.90004,              0.0066439,              0.0066439,              0.0066439
                    341,                0.49512,                0.30871,                0.92347,                0.97969,                 0.9682,                0.98176,                0.82433,                0.62751,                0.34611,                0.89782,               0.006634,               0.006634,               0.006634
                    342,                0.48364,                0.29417,                0.91491,                 0.9809,                0.96596,                0.97824,                0.81343,                0.63859,                0.36136,                0.91308,              0.0066241,              0.0066241,              0.0066241
                    343,                0.49521,                0.30831,                0.92049,                0.98097,                0.97137,                0.98196,                0.82181,                0.64157,                0.34702,                0.92451,              0.0066142,              0.0066142,              0.0066142
                    344,                0.48995,                0.29844,                0.92083,                0.97717,                0.96907,                0.98412,                0.83227,                0.64445,                0.33769,                0.91474,              0.0066043,              0.0066043,              0.0066043
                    345,                0.50043,                0.30225,                0.92892,                0.96571,                0.97226,                 0.9858,                0.83227,                0.62791,                0.33677,                0.90423,              0.0065944,              0.0065944,              0.0065944
                    346,                 0.4846,                0.29747,                0.92482,                0.97713,                0.97202,                0.98661,                0.83452,                0.62882,                 0.3363,                0.90792,              0.0065845,              0.0065845,              0.0065845
                    347,                0.48878,                0.29792,                0.91537,                0.98041,                0.97681,                0.98609,                0.82891,                0.63416,                 0.3287,                0.90942,              0.0065746,              0.0065746,              0.0065746
                    348,                0.49649,                0.30292,                 0.9213,                0.97752,                0.97347,                0.98632,                0.82827,                0.63919,                0.33452,                 0.9129,              0.0065647,              0.0065647,              0.0065647
                    349,                0.48489,                0.29706,                0.90825,                0.97533,                0.96998,                0.98244,                0.82537,                0.63698,                0.33154,                0.91271,              0.0065548,              0.0065548,              0.0065548
                    350,                0.48571,                0.29997,                0.91601,                0.97537,                0.97054,                0.98177,                0.82288,                0.64195,                 0.3346,                0.91374,              0.0065449,              0.0065449,              0.0065449
                    351,                 0.4873,                0.29959,                0.92253,                0.97225,                0.97985,                0.98307,                0.82482,                0.64478,                 0.3306,                0.90572,               0.006535,               0.006535,               0.006535
                    352,                0.48329,                0.29179,                0.91689,                0.98179,                0.97283,                0.98577,                0.82706,                0.64622,                0.33207,                0.91262,              0.0065251,              0.0065251,              0.0065251
                    353,                0.48292,                0.29493,                0.91668,                 0.9779,                0.98139,                0.98569,                0.82872,                0.63519,                0.32877,                0.90576,              0.0065152,              0.0065152,              0.0065152
                    354,                0.48926,                0.29451,                0.91803,                0.97615,                0.97666,                0.98342,                 0.8294,                 0.6436,                0.32704,                0.90475,              0.0065053,              0.0065053,              0.0065053
                    355,                0.47993,                 0.2985,                0.91207,                0.97141,                0.97885,                0.98107,                0.82668,                0.64417,                0.33229,                0.91399,              0.0064954,              0.0064954,              0.0064954
                    356,                0.47972,                0.29555,                0.91108,                0.97891,                0.97099,                0.97982,                0.82912,                0.64767,                0.33945,                0.91645,              0.0064855,              0.0064855,              0.0064855
                    357,                 0.4728,                0.28621,                0.91145,                0.97848,                0.97175,                0.97886,                0.82222,                 0.6566,                0.34331,                0.92069,              0.0064756,              0.0064756,              0.0064756
                    358,                0.48988,                0.29977,                0.92317,                0.98202,                 0.9725,                0.98157,                0.82807,                0.65196,                0.34414,                0.92191,              0.0064657,              0.0064657,              0.0064657
                    359,                0.48185,                 0.2967,                0.91245,                0.98081,                0.97343,                0.98191,                0.82756,                 0.6435,                0.33191,                0.91699,              0.0064558,              0.0064558,              0.0064558
                    360,                0.48709,                0.29764,                0.91952,                0.97919,                0.97937,                0.98381,                 0.8322,                0.64495,                0.33463,                  0.916,              0.0064459,              0.0064459,              0.0064459
                    361,                0.48209,                0.29307,                0.91762,                0.97953,                0.97572,                0.98343,                0.82992,                0.65277,                 0.3384,                0.92782,               0.006436,               0.006436,               0.006436
                    362,                0.48485,                0.29326,                0.92027,                0.97946,                0.97607,                0.98307,                0.82677,                0.65496,                 0.3506,                0.92175,              0.0064261,              0.0064261,              0.0064261
                    363,                0.48127,                0.29443,                0.91887,                 0.9761,                0.97737,                0.98557,                0.82258,                0.65697,                0.35155,                0.91334,              0.0064162,              0.0064162,              0.0064162
                    364,                0.47914,                0.29732,                0.90994,                0.97655,                0.97545,                 0.9851,                0.83138,                0.64409,                0.34321,                0.91762,              0.0064063,              0.0064063,              0.0064063
                    365,                0.47774,                0.29619,                0.92078,                0.97363,                0.97343,                0.98407,                0.83319,                0.64049,                0.33589,                0.91447,              0.0063964,              0.0063964,              0.0063964
                    366,                0.49343,                0.29741,                0.92491,                0.97389,                 0.9734,                0.98285,                0.82404,                0.65728,                0.33232,                0.92034,              0.0063865,              0.0063865,              0.0063865
                    367,                0.47646,                0.28662,                0.91437,                0.97746,                0.96244,                0.98252,                 0.8277,                0.64212,                0.32594,                0.91587,              0.0063766,              0.0063766,              0.0063766
                    368,                 0.4781,                0.28903,                0.91078,                0.97341,                0.96846,                0.98323,                0.82919,                0.64462,                0.33688,                0.92094,              0.0063667,              0.0063667,              0.0063667
                    369,                0.47801,                0.29693,                0.90879,                0.97683,                0.97296,                0.98228,                0.82241,                0.64413,                0.33309,                0.92099,              0.0063568,              0.0063568,              0.0063568
                    370,                0.46619,                0.28898,                 0.9063,                0.97744,                0.97179,                0.98211,                 0.8277,                0.64281,                0.33147,                0.92256,              0.0063469,              0.0063469,              0.0063469
                    371,                0.48146,                0.29253,                0.90549,                0.97493,                0.97325,                0.98332,                0.82324,                 0.6632,                0.33793,                0.94783,               0.006337,               0.006337,               0.006337
                    372,                 0.4865,                0.30487,                0.92599,                0.98002,                0.96767,                0.98162,                0.83206,                0.65108,                0.34112,                 0.9275,              0.0063271,              0.0063271,              0.0063271
                    373,                0.48726,                0.29716,                0.91334,                0.97869,                0.96838,                0.98079,                0.83024,                0.64617,                0.34403,                0.90429,              0.0063172,              0.0063172,              0.0063172
                    374,                0.48699,                0.29539,                0.91849,                0.98283,                0.96848,                0.98256,                0.82681,                0.64279,                0.33031,                0.90904,              0.0063073,              0.0063073,              0.0063073
                    375,                 0.4757,                0.29229,                0.91268,                0.97935,                 0.9723,                0.98031,                0.82668,                0.64166,                0.32904,                0.90635,              0.0062974,              0.0062974,              0.0062974
                    376,                0.47435,                0.29162,                0.90887,                0.98289,                0.97004,                0.98054,                  0.828,                0.65134,                0.33126,                0.91308,              0.0062875,              0.0062875,              0.0062875
                    377,                0.47717,                0.29297,                0.91605,                 0.9809,                0.96807,                0.97833,                0.82933,                0.64601,                0.32582,                0.91141,              0.0062776,              0.0062776,              0.0062776
                    378,                0.48443,                0.29887,                0.91379,                  0.983,                 0.9714,                0.97882,                0.82363,                0.65251,                0.33052,                0.91517,              0.0062677,              0.0062677,              0.0062677
                    379,                0.48688,                0.29276,                0.91205,                0.97784,                0.97094,                0.98081,                0.82279,                 0.6539,                0.34166,                0.91503,              0.0062578,              0.0062578,              0.0062578
                    380,                 0.4625,                0.28459,                0.90524,                0.97717,                 0.9765,                 0.9808,                0.82168,                0.66203,                0.35209,                0.93414,              0.0062479,              0.0062479,              0.0062479
                    381,                0.46636,                0.28165,                0.90376,                0.97342,                0.97368,                0.98034,                0.81795,                0.64872,                0.34204,                0.92911,               0.006238,               0.006238,               0.006238
                    382,                0.47238,                0.29068,                0.91295,                0.97752,                0.97357,                0.98072,                0.83114,                0.64772,                0.34375,                0.92536,              0.0062281,              0.0062281,              0.0062281
                    383,                0.46652,                0.28047,                0.90982,                0.97465,                0.96499,                0.98357,                 0.8298,                0.66084,                0.35256,                0.94028,              0.0062182,              0.0062182,              0.0062182
                    384,                 0.4693,                0.28868,                0.90833,                0.97447,                0.96947,                 0.9802,                0.82502,                0.65223,                 0.3417,                0.92843,              0.0062083,              0.0062083,              0.0062083
                    385,                0.48142,                 0.2918,                0.92633,                0.97529,                0.97298,                0.98178,                0.82542,                0.64425,                 0.3374,                0.92006,              0.0061984,              0.0061984,              0.0061984
                    386,                0.46777,                0.29172,                0.90377,                 0.9867,                0.96638,                0.98486,                0.82778,                0.64716,                0.33618,                 0.9124,              0.0061885,              0.0061885,              0.0061885
                    387,                0.47172,                0.29367,                0.90771,                0.97902,                0.97083,                0.98046,                0.81549,                0.66132,                0.34027,                0.92349,              0.0061786,              0.0061786,              0.0061786
                    388,                0.46517,                0.28326,                0.90378,                0.97135,                0.97622,                  0.981,                0.82145,                0.66249,                0.34068,                 0.9287,              0.0061687,              0.0061687,              0.0061687
                    389,                0.47413,                 0.2878,                 0.9085,                0.98293,                0.96745,                0.98176,                0.82589,                0.64863,                0.34166,                0.91673,              0.0061588,              0.0061588,              0.0061588
                    390,                 0.4655,                0.28695,                0.91492,                0.97968,                0.97097,                0.98005,                0.82392,                 0.6444,                0.34427,                0.90982,              0.0061489,              0.0061489,              0.0061489
                    391,                0.46352,                0.28359,                0.89981,                0.98255,                 0.9624,                0.97772,                0.82178,                0.65312,                 0.3391,                0.91734,               0.006139,               0.006139,               0.006139
                    392,                0.46792,                0.29102,                0.90662,                0.98272,                0.96838,                0.98026,                0.82907,                0.65004,                0.33511,                0.92376,              0.0061291,              0.0061291,              0.0061291
                    393,                0.46804,                0.28502,                0.91214,                0.98347,                0.96885,                0.97944,                0.82773,                0.64419,                0.32802,                0.91702,              0.0061192,              0.0061192,              0.0061192
                    394,                0.46508,                0.28401,                0.90793,                0.97873,                0.97154,                0.98053,                0.82517,                0.64646,                0.32598,                0.92282,              0.0061093,              0.0061093,              0.0061093
                    395,                0.46329,                0.28394,                0.91105,                0.98366,                0.96611,                0.98177,                0.82774,                 0.6479,                0.33209,                0.92467,              0.0060994,              0.0060994,              0.0060994
                    396,                0.47107,                0.28878,                0.91687,                0.98217,                0.97018,                0.98212,                0.82712,                0.64296,                0.33367,                0.92434,              0.0060895,              0.0060895,              0.0060895
                    397,                 0.4595,                0.28699,                0.90321,                0.97908,                0.97468,                 0.9812,                0.82708,                0.64461,                0.33653,                0.92821,              0.0060796,              0.0060796,              0.0060796
                    398,                0.47093,                0.27875,                0.90858,                0.98421,                0.97021,                0.98063,                0.82667,                0.65196,                0.32819,                0.93007,              0.0060697,              0.0060697,              0.0060697
                    399,                0.46473,                0.28385,                 0.9145,                0.97852,                0.96944,                0.98114,                0.82835,                0.65595,                0.32562,                0.92815,              0.0060598,              0.0060598,              0.0060598
                    400,                0.47128,                0.29208,                0.91129,                0.97931,                0.96984,                0.98254,                0.82799,                0.66098,                 0.3348,                0.92894,              0.0060499,              0.0060499,              0.0060499
                    401,                0.47283,                0.29522,                0.90649,                0.97811,                0.97376,                0.98217,                0.82405,                0.66279,                0.33472,                0.93332,                0.00604,                0.00604,                0.00604
                    402,                0.46292,                0.27936,                0.90341,                0.97919,                0.96963,                 0.9815,                0.82168,                0.66468,                 0.3324,                0.94571,              0.0060301,              0.0060301,              0.0060301
                    403,                0.46718,                0.28671,                0.91741,                0.97473,                0.97205,                0.98134,                0.82376,                0.66499,                0.32919,                0.94795,              0.0060202,              0.0060202,              0.0060202
                    404,                0.45959,                 0.2858,                0.89957,                0.97345,                0.97325,                0.98176,                0.82631,                0.66349,                0.33638,                0.95267,              0.0060103,              0.0060103,              0.0060103
                    405,                0.45987,                 0.2871,                0.90373,                 0.9771,                0.97531,                0.98578,                0.82683,                0.66255,                0.33011,                0.95454,              0.0060004,              0.0060004,              0.0060004
                    406,                0.46803,                0.28962,                0.90995,                0.97548,                0.93773,                0.95889,                0.80256,                0.66737,                0.33385,                0.94952,              0.0059905,              0.0059905,              0.0059905
                    407,                0.45391,                 0.2788,                0.90787,                0.97804,                0.97605,                0.98602,                0.82602,                0.66478,                0.33656,                0.94908,              0.0059806,              0.0059806,              0.0059806
                    408,                0.45462,                0.27846,                0.90429,                0.97941,                0.97368,                0.98259,                0.82667,                0.65681,                0.33771,                0.92907,              0.0059707,              0.0059707,              0.0059707
                    409,                 0.4477,                0.27322,                 0.9023,                 0.9797,                0.96821,                0.98094,                0.83058,                0.64148,                0.32893,                0.92173,              0.0059608,              0.0059608,              0.0059608
                    410,                 0.4585,                 0.2836,                0.90498,                0.98077,                0.97305,                0.98212,                0.82565,                0.64707,                0.32936,                  0.919,              0.0059509,              0.0059509,              0.0059509
                    411,                0.45638,                0.28043,                0.90265,                0.97871,                0.97268,                0.98592,                0.82494,                0.65219,                0.32544,                0.92857,               0.005941,               0.005941,               0.005941
                    412,                0.47096,                0.29387,                0.91105,                0.98061,                0.97294,                 0.9867,                0.83015,                0.65023,                0.32595,                0.92563,              0.0059311,              0.0059311,              0.0059311
                    413,                0.46601,                0.28545,                0.90514,                0.97513,                0.97768,                0.98644,                0.83192,                 0.6485,                0.32641,                0.92407,              0.0059212,              0.0059212,              0.0059212
                    414,                0.46217,                0.28443,                0.90618,                0.98049,                0.96671,                0.98595,                0.83347,                0.64786,                0.33096,                0.92291,              0.0059113,              0.0059113,              0.0059113
                    415,                0.44582,                0.27791,                0.90007,                0.98387,                0.96721,                0.98649,                0.83239,                0.65121,                0.33708,                0.92869,              0.0059014,              0.0059014,              0.0059014
                    416,                0.46698,                0.29217,                 0.9174,                0.98557,                0.96928,                0.98868,                0.83186,                0.65267,                0.33661,                0.92655,              0.0058915,              0.0058915,              0.0058915
                    417,                0.45163,                0.27995,                0.89838,                0.98505,                0.97139,                0.98859,                0.83369,                0.65689,                0.33352,                0.93331,              0.0058816,              0.0058816,              0.0058816
                    418,                0.45977,                0.28528,                 0.9114,                0.98542,                0.97177,                0.98627,                0.82997,                0.65241,                0.33278,                0.92387,              0.0058717,              0.0058717,              0.0058717
                    419,                0.44862,                0.28222,                0.89877,                0.98708,                0.96469,                0.98476,                0.82801,                0.64352,                0.32785,                0.91359,              0.0058618,              0.0058618,              0.0058618
                    420,                0.46475,                0.28441,                0.90465,                0.98198,                0.96341,                 0.9858,                0.82674,                0.63302,                0.32493,                0.90459,              0.0058519,              0.0058519,              0.0058519
                    421,                0.45714,                0.28376,                0.90239,                0.98286,                0.96838,                0.98577,                 0.8329,                0.62974,                0.31558,                0.89932,               0.005842,               0.005842,               0.005842
                    422,                0.46036,                0.28394,                0.90817,                0.97725,                 0.9718,                0.98523,                0.83819,                0.62815,                0.31862,                0.90928,              0.0058321,              0.0058321,              0.0058321
                    423,                0.46418,                0.27618,                0.90869,                0.97968,                0.97202,                0.98426,                0.83429,                0.63331,                0.32475,                0.92429,              0.0058222,              0.0058222,              0.0058222
                    424,                0.45714,                0.27764,                0.90315,                0.97142,                0.97888,                0.98358,                0.83075,                0.63425,                0.32006,                0.92204,              0.0058123,              0.0058123,              0.0058123
