                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                0.63219,                0.38137,                0.98167,                0.96343,                0.96638,                 0.9792,                0.79678,                0.66486,                 0.3777,                 0.8855,              0.0086239,              0.0086239,              0.0086239
                    141,                0.61872,                0.38415,                0.97833,                0.98036,                0.96351,                0.98087,                0.80242,                0.67238,                0.37113,                0.89192,               0.008614,               0.008614,               0.008614
                    142,                0.61962,                0.36752,                0.97496,                0.96611,                0.96348,                0.98166,                0.80501,                0.64431,                0.37109,                0.87982,              0.0086041,              0.0086041,              0.0086041
                    143,                0.62202,                0.38676,                0.96537,                0.97752,                0.96334,                0.97749,                0.80993,                0.64216,                0.36978,                0.87707,              0.0085942,              0.0085942,              0.0085942
                    144,                 0.6224,                0.37666,                 0.9716,                 0.9732,                0.96819,                0.97865,                0.80596,                0.63187,                0.36623,                0.87038,              0.0085843,              0.0085843,              0.0085843
                    145,                0.60616,                0.37049,                  0.968,                0.97651,                0.96472,                0.97779,                0.80163,                0.63036,                0.36345,                 0.8675,              0.0085744,              0.0085744,              0.0085744
                    146,                0.61471,                0.37948,                0.97087,                0.97467,                0.96684,                0.97785,                0.81302,                0.64171,                0.36295,                0.87726,              0.0085645,              0.0085645,              0.0085645
                    147,                0.62665,                0.38316,                0.97575,                0.97413,                 0.9665,                0.98079,                0.81401,                0.62821,                0.36312,                0.86897,              0.0085546,              0.0085546,              0.0085546
                    148,                 0.6175,                0.37602,                0.96966,                0.97342,                0.96411,                0.97735,                 0.8104,                0.64406,                0.36398,                0.87529,              0.0085447,              0.0085447,              0.0085447
                    149,                0.61736,                0.38115,                0.97732,                0.97533,                0.95602,                0.97812,                 0.7987,                0.65616,                0.36914,                0.89034,              0.0085348,              0.0085348,              0.0085348
                    150,                  0.608,                0.37594,                0.97254,                0.97684,                0.96687,                0.97964,                0.79847,                0.68418,                0.38685,                0.90162,              0.0085249,              0.0085249,              0.0085249
                    151,                0.60726,                0.36742,                0.96659,                0.98313,                0.96638,                0.98482,                0.81071,                0.66971,                0.37356,                0.88357,               0.008515,               0.008515,               0.008515
                    152,                0.61619,                0.36556,                0.96445,                0.97262,                 0.9636,                0.97773,                0.80493,                0.65652,                0.35622,                0.89848,              0.0085051,              0.0085051,              0.0085051
                    153,                0.62109,                0.36614,                0.97359,                0.97677,                0.96531,                0.98116,                0.80835,                 0.6367,                0.35969,                0.86209,              0.0084952,              0.0084952,              0.0084952
                    154,                0.60274,                0.36674,                0.95722,                0.98055,                0.95704,                0.98486,                0.80763,                0.64676,                0.38653,                0.87753,              0.0084853,              0.0084853,              0.0084853
                    155,                0.62363,                0.37976,                0.97915,                0.98026,                0.96702,                0.98678,                0.81903,                0.62704,                0.35922,                0.86201,              0.0084754,              0.0084754,              0.0084754
                    156,                0.60178,                0.37171,                0.97006,                0.98132,                0.96345,                0.98204,                0.81316,                0.64153,                 0.3583,                0.87761,              0.0084655,              0.0084655,              0.0084655
                    157,                0.60525,                0.37959,                0.96891,                0.97721,                 0.9607,                0.98105,                0.81082,                0.64417,                0.37099,                0.88325,              0.0084556,              0.0084556,              0.0084556
                    158,                0.60964,                0.36966,                0.96499,                0.98475,                0.96723,                0.98145,                0.80641,                 0.6254,                0.36427,                0.87855,              0.0084457,              0.0084457,              0.0084457
                    159,                0.59064,                0.36134,                0.96635,                0.98408,                0.96349,                0.97773,                0.81463,                0.64986,                0.36628,                0.87841,              0.0084358,              0.0084358,              0.0084358
                    160,                0.60616,                0.37015,                0.96532,                0.97435,                0.97348,                0.98744,                0.82381,                0.63652,                0.36164,                0.88141,              0.0084259,              0.0084259,              0.0084259
                    161,                0.61034,                0.38318,                0.96689,                0.97335,                0.96793,                0.98315,                0.81821,                0.62625,                0.35954,                0.86619,               0.008416,               0.008416,               0.008416
                    162,                0.61754,                 0.3819,                0.97673,                0.96943,                0.97573,                0.98141,                 0.8099,                0.65455,                 0.3586,                0.89672,              0.0084061,              0.0084061,              0.0084061
                    163,                0.58937,                0.37551,                0.96481,                0.98193,                0.97568,                0.98464,                0.81087,                0.64793,                0.36075,                 0.8962,              0.0083962,              0.0083962,              0.0083962
                    164,                0.59496,                0.35976,                0.96302,                0.98038,                0.96962,                0.98406,                0.81701,                0.64902,                0.36527,                0.90152,              0.0083863,              0.0083863,              0.0083863
                    165,                0.59441,                0.36756,                0.95705,                0.97369,                 0.9728,                0.98346,                0.82144,                0.63836,                0.37082,                0.87179,              0.0083764,              0.0083764,              0.0083764
                    166,                0.58943,                0.35454,                0.96323,                  0.984,                0.96926,                0.98405,                0.81386,                0.63395,                0.35758,                0.87652,              0.0083665,              0.0083665,              0.0083665
                    167,                0.58487,                0.34941,                0.96104,                0.98285,                0.96349,                0.98457,                0.81402,                 0.6327,                 0.3558,                0.87499,              0.0083566,              0.0083566,              0.0083566
                    168,                0.58465,                0.35331,                0.96864,                0.98351,                0.95945,                0.98075,                0.80903,                0.65589,                0.36697,                0.88867,              0.0083467,              0.0083467,              0.0083467
                    169,                0.58597,                0.35531,                0.96697,                0.96773,                0.97805,                0.98144,                0.82386,                0.61829,                0.35789,                0.86437,              0.0083368,              0.0083368,              0.0083368
                    170,                0.59728,                0.36083,                0.96876,                 0.9706,                 0.9618,                0.98241,                0.82245,                0.62787,                 0.3577,                0.87083,              0.0083269,              0.0083269,              0.0083269
                    171,                0.57622,                0.35252,                0.95752,                0.97744,                0.96886,                0.98098,                0.82324,                0.63206,                0.36253,                0.89052,               0.008317,               0.008317,               0.008317
                    172,                0.57777,                 0.3537,                0.95888,                0.97862,                0.96371,                 0.9831,                0.81478,                0.62956,                0.35816,                0.88372,              0.0083071,              0.0083071,              0.0083071
                    173,                0.59789,                0.36512,                0.96056,                0.97959,                0.96601,                0.98113,                0.81661,                0.64672,                0.35585,                0.89988,              0.0082972,              0.0082972,              0.0082972
                    174,                0.57407,                0.35144,                0.95407,                0.97468,                0.96728,                0.98277,                0.81806,                0.64466,                0.36339,                0.88482,              0.0082873,              0.0082873,              0.0082873
                    175,                0.59471,                0.36475,                0.97376,                0.97158,                0.97004,                0.97902,                0.80895,                0.63878,                0.35311,                0.87994,              0.0082774,              0.0082774,              0.0082774
                    176,                0.58926,                0.35985,                0.96795,                0.97769,                0.96621,                0.98013,                0.81159,                0.64107,                0.34941,                0.88289,              0.0082675,              0.0082675,              0.0082675
                    177,                0.60133,                0.36586,                0.97152,                0.97175,                0.97258,                0.98082,                0.81743,                0.61473,                0.34314,                0.86674,              0.0082576,              0.0082576,              0.0082576
                    178,                0.59255,                0.35498,                0.96969,                0.96989,                0.97816,                0.98047,                0.81486,                0.64498,                0.35586,                 0.8795,              0.0082477,              0.0082477,              0.0082477
                    179,                0.58139,                0.34715,                0.95962,                 0.9777,                 0.9721,                0.97984,                0.81678,                0.64381,                0.35875,                0.88127,              0.0082378,              0.0082378,              0.0082378
                    180,                 0.5814,                0.35164,                0.95471,                  0.976,                0.96899,                0.98279,                0.82406,                0.63589,                0.36404,                0.87328,              0.0082279,              0.0082279,              0.0082279
                    181,                0.58866,                0.35509,                0.95568,                 0.9885,                0.96062,                0.98595,                0.82015,                 0.6583,                0.36914,                0.89731,               0.008218,               0.008218,               0.008218
                    182,                0.59288,                0.36037,                0.96999,                0.98044,                0.96153,                  0.982,                0.81604,                 0.6488,                0.35399,                0.89072,              0.0082081,              0.0082081,              0.0082081
                    183,                  0.581,                0.35788,                0.96013,                0.97687,                0.97172,                0.98456,                0.81342,                0.62919,                0.35273,                0.88358,              0.0081982,              0.0081982,              0.0081982
                    184,                0.57693,                0.34979,                0.95212,                0.98342,                0.95943,                0.98011,                0.80683,                0.63681,                0.35733,                0.87721,              0.0081883,              0.0081883,              0.0081883
                    185,                0.57873,                0.35298,                0.95861,                 0.9731,                0.96346,                0.98115,                0.81643,                0.65353,                0.36042,                0.89477,              0.0081784,              0.0081784,              0.0081784
                    186,                 0.5945,                0.36067,                0.97257,                0.97772,                0.97168,                0.98065,                0.80708,                0.64588,                0.36502,                 0.8889,              0.0081685,              0.0081685,              0.0081685
                    187,                0.57119,                0.34808,                0.94936,                0.97985,                0.97213,                0.98356,                0.82039,                0.63669,                0.34842,                 0.8835,              0.0081586,              0.0081586,              0.0081586
                    188,                0.58358,                0.35718,                0.96579,                0.98353,                0.96105,                0.97994,                0.81526,                 0.6523,                0.35436,                 0.8877,              0.0081487,              0.0081487,              0.0081487
                    189,                0.57228,                0.35382,                0.96088,                0.97815,                0.96662,                0.98069,                0.80626,                0.65879,                0.36148,                0.88399,              0.0081388,              0.0081388,              0.0081388
                    190,                0.58186,                0.34712,                 0.9496,                0.97989,                0.96765,                0.98513,                0.81032,                0.66317,                0.36029,                0.88709,              0.0081289,              0.0081289,              0.0081289
                    191,                0.57783,                0.35027,                0.94982,                0.97872,                0.97181,                0.98272,                0.81551,                 0.6576,                0.34864,                0.90305,               0.008119,               0.008119,               0.008119
                    192,                 0.5724,                0.35053,                0.95757,                0.97625,                0.96022,                0.98155,                0.80631,                0.66338,                0.36332,                0.89159,              0.0081091,              0.0081091,              0.0081091
                    193,                0.57241,                0.34907,                0.94802,                0.97778,                0.96537,                0.98555,                0.81356,                0.64086,                0.35192,                0.87672,              0.0080992,              0.0080992,              0.0080992
                    194,                  0.578,                0.35282,                0.95598,                0.97503,                0.96084,                 0.9833,                0.80193,                0.69086,                0.37417,                0.90856,              0.0080893,              0.0080893,              0.0080893
                    195,                0.59888,                0.35966,                0.96811,                0.97604,                0.97137,                0.98599,                0.80628,                0.65599,                0.36278,                0.88656,              0.0080794,              0.0080794,              0.0080794
                    196,                0.58595,                0.35709,                0.96665,                0.97803,                0.96894,                0.98439,                0.81662,                  0.655,                0.35361,                0.88444,              0.0080695,              0.0080695,              0.0080695
                    197,                0.56366,                0.35002,                0.94986,                0.97927,                0.96539,                0.98094,                0.81206,                0.65675,                0.35837,                  0.878,              0.0080596,              0.0080596,              0.0080596
                    198,                0.57492,                0.35373,                0.96393,                0.98112,                0.96469,                0.98166,                0.81676,                0.63898,                0.33853,                0.87388,              0.0080497,              0.0080497,              0.0080497
                    199,                0.57388,                0.34509,                0.95291,                0.97204,                0.96561,                0.98301,                0.81614,                 0.6372,                0.34376,                 0.8677,              0.0080398,              0.0080398,              0.0080398
                    200,                0.56651,                0.34552,                0.95271,                0.97719,                0.96503,                0.98185,                0.81451,                0.65494,                0.36994,                0.87613,              0.0080299,              0.0080299,              0.0080299
                    201,                0.56638,                0.34649,                 0.9536,                0.98016,                0.96686,                0.98308,                0.80713,                 0.6425,                0.35286,                0.87817,                0.00802,                0.00802,                0.00802
                    202,                0.56367,                0.34802,                0.94127,                0.97606,                0.97114,                0.98012,                0.81371,                0.64613,                0.35504,                0.87284,              0.0080101,              0.0080101,              0.0080101
                    203,                0.56875,                0.35269,                0.94367,                0.97493,                0.95838,                0.98145,                0.81774,                0.64656,                0.35568,                 0.8812,              0.0080002,              0.0080002,              0.0080002
                    204,                0.56198,                0.34124,                0.94581,                 0.9783,                0.95897,                0.98078,                0.81326,                0.66772,                0.35776,                0.90902,              0.0079903,              0.0079903,              0.0079903
                    205,                0.57144,                0.34723,                 0.9477,                0.97488,                 0.9673,                0.97963,                0.81586,                0.64672,                0.37353,                0.89099,              0.0079804,              0.0079804,              0.0079804
                    206,                0.56854,                0.35245,                0.95181,                0.98126,                0.96572,                0.98384,                0.82132,                0.64345,                 0.3559,                0.88891,              0.0079705,              0.0079705,              0.0079705
                    207,                 0.5561,                0.34257,                0.94596,                0.97565,                0.96542,                0.98171,                0.81825,                0.63842,                 0.3438,                0.88992,              0.0079606,              0.0079606,              0.0079606
                    208,                0.57037,                0.34872,                0.95026,                0.97174,                0.96762,                0.97857,                0.82312,                0.64157,                0.35659,                0.87705,              0.0079507,              0.0079507,              0.0079507
                    209,                0.56305,                0.34475,                0.95215,                0.97619,                0.96371,                0.97965,                0.81341,                0.64295,                0.35622,                0.87887,              0.0079408,              0.0079408,              0.0079408
                    210,                0.57825,                0.34671,                0.95554,                0.97973,                0.97003,                0.98337,                0.82001,                0.63543,                0.34114,                0.87391,              0.0079309,              0.0079309,              0.0079309
                    211,                0.55939,                0.33843,                0.94446,                 0.9782,                0.97311,                 0.9844,                0.82251,                0.63764,                0.34059,                 0.8757,               0.007921,               0.007921,               0.007921
                    212,                0.56232,                0.34073,                0.95571,                0.97251,                0.97062,                0.98041,                0.80963,                 0.6568,                0.35449,                0.89848,              0.0079111,              0.0079111,              0.0079111
                    213,                0.56606,                0.35272,                0.95431,                0.98823,                0.95538,                0.98173,                0.81045,                0.64309,                0.34976,                0.88601,              0.0079012,              0.0079012,              0.0079012
                    214,                0.55357,                 0.3424,                0.94128,                 0.9853,                0.96359,                0.98307,                0.81281,                0.64686,                0.34709,                0.88918,              0.0078913,              0.0078913,              0.0078913
                    215,                  0.568,                 0.3394,                0.95325,                0.97911,                0.97145,                0.98659,                0.81629,                0.64993,                0.34986,                0.89621,              0.0078814,              0.0078814,              0.0078814
                    216,                0.55436,                0.33645,                0.94771,                0.97257,                 0.9717,                0.98426,                0.81969,                0.63742,                0.35388,                0.88608,              0.0078715,              0.0078715,              0.0078715
                    217,                0.55825,                0.34011,                0.94939,                0.97153,                0.96873,                0.98445,                0.81887,                0.63682,                 0.3565,                0.88703,              0.0078616,              0.0078616,              0.0078616
                    218,                0.57568,                0.34723,                0.95721,                0.97158,                0.97197,                0.98011,                0.81932,                0.63787,                0.35422,                 0.8862,              0.0078517,              0.0078517,              0.0078517
                    219,                0.55566,                0.33904,                0.95379,                0.97757,                0.96255,                0.98174,                0.82027,                 0.6546,                0.35457,                0.88567,              0.0078418,              0.0078418,              0.0078418
                    220,                0.56221,                0.34697,                 0.9525,                0.97425,                0.97135,                0.98331,                0.82291,                0.62369,                0.33932,                0.86451,              0.0078319,              0.0078319,              0.0078319
                    221,                0.55058,                0.33691,                0.94849,                0.98221,                0.96037,                0.98154,                0.81629,                0.65414,                 0.3551,                0.89421,               0.007822,               0.007822,               0.007822
                    222,                0.54589,                0.33735,                0.93702,                0.97683,                0.97125,                0.98214,                 0.8143,                0.63969,                0.34765,                0.87973,              0.0078121,              0.0078121,              0.0078121
                    223,                0.56498,                0.33874,                0.96576,                0.97842,                0.96758,                0.98153,                0.81674,                0.65276,                0.36304,                 0.8922,              0.0078022,              0.0078022,              0.0078022
                    224,                 0.5591,                0.33774,                0.95395,                0.98101,                0.96714,                0.98539,                0.81791,                0.62856,                0.34285,                0.88463,              0.0077923,              0.0077923,              0.0077923
                    225,                0.55081,                0.34142,                 0.9509,                 0.9705,                0.97617,                0.98649,                0.82017,                  0.627,                0.35071,                0.88153,              0.0077824,              0.0077824,              0.0077824
                    226,                0.55218,                 0.3354,                0.94908,                0.96916,                0.97429,                0.98289,                0.82077,                 0.6342,                0.35255,                0.87027,              0.0077725,              0.0077725,              0.0077725
                    227,                0.56677,                0.33988,                0.95227,                0.97789,                 0.9669,                0.98742,                0.82715,                0.64377,                0.34284,                0.88941,              0.0077626,              0.0077626,              0.0077626
                    228,                0.56624,                0.33827,                0.94719,                0.98147,                0.97028,                0.98647,                0.82202,                0.64135,                0.34654,                0.89358,              0.0077527,              0.0077527,              0.0077527
                    229,                0.54866,                0.33477,                0.94206,                0.98024,                0.97137,                0.98717,                0.82893,                0.63913,                 0.3442,                0.88579,              0.0077428,              0.0077428,              0.0077428
                    230,                0.55178,                 0.3346,                0.94091,                0.97471,                0.97833,                0.98368,                0.82902,                0.61897,                0.34646,                0.87623,              0.0077329,              0.0077329,              0.0077329
                    231,                0.55029,                0.33656,                0.95129,                0.97944,                0.96603,                0.98346,                0.82128,                0.65203,                0.36079,                0.88897,               0.007723,               0.007723,               0.007723
                    232,                0.53594,                 0.3238,                0.93494,                0.97949,                0.97126,                0.98553,                0.82609,                0.63243,                0.33903,                0.88444,              0.0077131,              0.0077131,              0.0077131
                    233,                 0.5531,                0.33431,                0.94831,                0.97861,                0.96636,                0.98547,                0.82189,                0.64882,                0.34926,                0.88878,              0.0077032,              0.0077032,              0.0077032
                    234,                0.55192,                0.34625,                0.95628,                0.97571,                0.97025,                0.98864,                0.82144,                 0.6606,                0.36461,                0.88865,              0.0076933,              0.0076933,              0.0076933
                    235,                0.54671,                0.33092,                0.94032,                0.97088,                0.97296,                0.98521,                0.82565,                0.62808,                0.34122,                0.88308,              0.0076834,              0.0076834,              0.0076834
                    236,                0.55338,                0.33995,                0.94771,                0.97519,                 0.9749,                0.98512,                0.82629,                0.63874,                0.34242,                0.88982,              0.0076735,              0.0076735,              0.0076735
                    237,                0.54088,                0.33057,                0.94126,                0.97717,                0.97276,                0.98521,                0.82816,                0.64186,                0.34387,                 0.8828,              0.0076636,              0.0076636,              0.0076636
                    238,                 0.5476,                0.33479,                0.95338,                0.98155,                0.97168,                0.98369,                0.82239,                0.64058,                0.34587,                0.88414,              0.0076537,              0.0076537,              0.0076537
                    239,                0.55092,                 0.3347,                0.94457,                0.97936,                0.96689,                0.98085,                0.81357,                 0.6433,                0.34335,                0.88786,              0.0076438,              0.0076438,              0.0076438
                    240,                0.53565,                0.32751,                0.93943,                0.98081,                0.97021,                0.97945,                0.82027,                0.62496,                0.33153,                0.88191,              0.0076339,              0.0076339,              0.0076339
                    241,                0.53546,                 0.3244,                0.93863,                 0.9777,                0.97257,                0.98295,                0.82322,                0.63624,                 0.3241,                0.87784,               0.007624,               0.007624,               0.007624
                    242,                0.56636,                  0.333,                0.95235,                0.97622,                0.97101,                0.98251,                0.81613,                0.64757,                0.33119,                0.88269,              0.0076141,              0.0076141,              0.0076141
                    243,                0.54487,                0.33529,                0.95361,                0.97363,                0.96837,                0.98573,                0.82618,                0.63104,                0.33463,                0.88273,              0.0076042,              0.0076042,              0.0076042
                    244,                0.55178,                0.32748,                0.93536,                0.97636,                0.96984,                  0.984,                0.81845,                0.64532,                0.33946,                0.89015,              0.0075943,              0.0075943,              0.0075943
                    245,                0.54316,                0.33597,                0.94126,                0.96597,                0.97247,                0.98203,                0.81971,                0.65992,                0.34133,                0.90708,              0.0075844,              0.0075844,              0.0075844
                    246,                0.53874,                0.33437,                0.94153,                0.96915,                0.97609,                0.98487,                0.82071,                0.65379,                0.33906,                0.90024,              0.0075745,              0.0075745,              0.0075745
                    247,                0.53752,                0.33294,                0.93669,                0.97215,                0.96659,                0.98296,                0.81338,                0.65889,                0.35334,                0.89165,              0.0075646,              0.0075646,              0.0075646
                    248,                  0.535,                0.33188,                0.94093,                0.97108,                0.97304,                 0.9828,                0.81721,                 0.6465,                 0.3456,                0.89356,              0.0075547,              0.0075547,              0.0075547
                    249,                0.51752,                0.31398,                0.93276,                 0.9675,                0.96236,                0.98187,                 0.8243,                0.64046,                0.37101,                0.89635,              0.0075448,              0.0075448,              0.0075448
                    250,                0.54272,                0.32519,                0.93874,                0.97982,                0.96316,                0.98537,                  0.829,                0.63128,                0.34704,                0.88718,              0.0075349,              0.0075349,              0.0075349
                    251,                0.53682,                0.32033,                0.93827,                0.97469,                0.96936,                0.98053,                0.82488,                0.63574,                0.33437,                0.87655,               0.007525,               0.007525,               0.007525
                    252,                0.53022,                0.31967,                0.93476,                0.98052,                0.96392,                0.97978,                0.82019,                0.64497,                0.33545,                0.89045,              0.0075151,              0.0075151,              0.0075151
                    253,                0.52652,                0.32235,                 0.9418,                0.98009,                0.96405,                 0.9796,                0.81978,                 0.6431,                0.34231,                0.89221,              0.0075052,              0.0075052,              0.0075052
                    254,                0.54125,                0.32585,                0.93772,                0.97676,                0.95653,                0.97915,                0.83325,                0.63165,                0.34075,                0.89068,              0.0074953,              0.0074953,              0.0074953
                    255,                0.53128,                 0.3303,                0.93906,                0.97891,                0.95895,                0.98166,                 0.8238,                0.65203,                 0.3464,                0.89536,              0.0074854,              0.0074854,              0.0074854
                    256,                   0.54,                0.33036,                0.94051,                0.96951,                0.96006,                0.97924,                0.81937,                0.64869,                0.34433,                0.89039,              0.0074755,              0.0074755,              0.0074755
                    257,                0.52184,                0.31937,                0.93048,                0.97581,                0.96713,                0.98209,                0.82443,                0.63994,                0.35405,                0.89629,              0.0074656,              0.0074656,              0.0074656
                    258,                0.52363,                0.31394,                0.93455,                0.97149,                0.97389,                0.98317,                0.81936,                0.65535,                 0.3605,                0.91564,              0.0074557,              0.0074557,              0.0074557
                    259,                0.53293,                0.32225,                0.93833,                0.98098,                0.96467,                0.98386,                0.82255,                0.63895,                 0.3443,                0.89744,              0.0074458,              0.0074458,              0.0074458
                    260,                 0.5302,                0.31783,                0.94395,                0.97898,                 0.9671,                0.98359,                0.81863,                0.64138,                0.34812,                 0.8989,              0.0074359,              0.0074359,              0.0074359
                    261,                0.52557,                0.32568,                0.92993,                0.97632,                0.96502,                0.98125,                0.81536,                0.65531,                 0.3563,                0.90776,               0.007426,               0.007426,               0.007426
                    262,                0.53356,                0.33064,                0.93288,                0.98052,                0.96537,                 0.9784,                0.81829,                0.63577,                0.34146,                0.89381,              0.0074161,              0.0074161,              0.0074161
                    263,                0.52729,                0.32014,                 0.9257,                0.97996,                0.96805,                0.98071,                0.81698,                0.64273,                0.34369,                0.89027,              0.0074062,              0.0074062,              0.0074062
                    264,                0.51927,                 0.3166,                0.92795,                0.97878,                0.96913,                0.98161,                0.82645,                0.63859,                0.35455,                0.89345,              0.0073963,              0.0073963,              0.0073963
                    265,                0.52449,                0.31295,                0.93574,                0.97814,                0.96865,                0.97958,                0.82396,                0.63945,                0.34918,                0.89031,              0.0073864,              0.0073864,              0.0073864
                    266,                0.53869,                0.32336,                0.94309,                0.97995,                0.96732,                0.98103,                0.81882,                0.64513,                 0.3447,                0.89792,              0.0073765,              0.0073765,              0.0073765
                    267,                0.52345,                0.31384,                0.92576,                0.97829,                0.97346,                 0.9798,                0.82277,                0.63264,                 0.3342,                0.89341,              0.0073666,              0.0073666,              0.0073666
                    268,                0.53593,                0.33003,                 0.9386,                0.98119,                0.96992,                0.98123,                0.82016,                0.64728,                0.34652,                0.90111,              0.0073567,              0.0073567,              0.0073567
                    269,                0.53063,                0.32503,                0.92558,                0.97716,                0.96645,                0.97797,                0.81868,                0.64194,                0.35446,                0.89474,              0.0073468,              0.0073468,              0.0073468
                    270,                0.53271,                0.31699,                0.94221,                0.98065,                0.97034,                0.97943,                0.82335,                0.64819,                0.34079,                0.89484,              0.0073369,              0.0073369,              0.0073369
                    271,                0.51838,                0.32282,                0.93493,                0.97797,                0.96824,                0.98187,                0.82562,                0.64968,                0.34729,                 0.8962,               0.007327,               0.007327,               0.007327
                    272,                 0.5236,                0.32172,                0.93625,                0.97637,                0.96838,                0.98021,                0.82044,                0.63311,                0.33723,                0.88396,              0.0073171,              0.0073171,              0.0073171
                    273,                0.53461,                0.32409,                0.93885,                0.97704,                0.96909,                0.98093,                0.81529,                0.63293,                0.34305,                0.88821,              0.0073072,              0.0073072,              0.0073072
